,date,ticker,variable,value
1684,2018-05-04,NFLX,high,320.98
1685,2018-05-07,AAPL,high,184.8551
1686,2018-05-07,AMZN,high,1606.95
1687,2018-05-07,FB,high,179.5
1688,2018-05-07,GOOG,high,1061.68
1689,2018-05-07,NFLX,high,329.0234
1690,2018-05-08,AAPL,high,183.4269
1691,2018-05-08,AMZN,high,1596.88
1692,2018-05-08,FB,high,179.04
1693,2018-05-08,GOOG,high,1060.55
1694,2018-05-08,NFLX,high,327.348
1695,2018-05-09,AAPL,high,184.5892
1696,2018-05-09,AMZN,high,1608.0
1697,2018-05-09,FB,high,183.01
1698,2018-05-09,GOOG,high,1085.44
1699,2018-05-09,NFLX,high,331.95
1700,2018-05-10,AAPL,high,187.5146
1701,2018-05-10,AMZN,high,1615.6
1702,2018-05-10,FB,high,186.1292
1703,2018-05-10,GOOG,high,1100.44
1704,2018-05-10,NFLX,high,332.055
1705,2018-05-11,AAPL,high,187.9311
1706,2018-05-11,AMZN,high,1611.1
1707,2018-05-11,FB,high,188.32
1708,2018-05-11,GOOG,high,1101.33
1709,2018-05-11,NFLX,high,331.26
1710,2018-05-14,AAPL,high,187.4071
1711,2018-05-14,AMZN,high,1611.18
1712,2018-05-14,FB,high,187.86
1713,2018-05-14,GOOG,high,1110.75
1714,2018-05-14,NFLX,high,330.5038
1715,2018-05-15,AAPL,high,184.9746
1716,2018-05-15,AMZN,high,1587.8
1717,2018-05-15,FB,high,185.29
1718,2018-05-15,GOOG,high,1090.05
1719,2018-05-15,NFLX,high,326.94
1720,2018-05-16,AAPL,high,186.349
1721,2018-05-16,AMZN,high,1594.43
1722,2018-05-16,FB,high,184.32
1723,2018-05-16,GOOG,high,1089.27
1724,2018-05-16,NFLX,high,329.72
1725,2018-05-17,AAPL,high,186.794
1726,2018-05-17,AMZN,high,1594.04
1727,2018-05-17,FB,high,184.06
1728,2018-05-17,GOOG,high,1086.87
1729,2018-05-17,NFLX,high,330.45
1730,2018-05-18,AAPL,high,185.7065
1731,2018-05-18,AMZN,high,1583.59
1732,2018-05-18,FB,high,184.19
1733,2018-05-18,GOOG,high,1069.94
1734,2018-05-18,NFLX,high,326.42
1735,2018-05-21,AAPL,high,187.15
1736,2018-05-21,AMZN,high,1592.05
1737,2018-05-21,FB,high,185.3
1738,2018-05-21,GOOG,high,1088.0
1739,2018-05-21,NFLX,high,331.88
1740,2018-05-22,AAPL,high,186.7643
1741,2018-05-22,AMZN,high,1589.89
1742,2018-05-22,FB,high,185.42
1743,2018-05-22,GOOG,high,1086.59
1744,2018-05-22,NFLX,high,336.63
1745,2018-05-23,AAPL,high,186.3886
1746,2018-05-23,AMZN,high,1601.86
1747,2018-05-23,FB,high,186.91
1748,2018-05-23,GOOG,high,1080.78
1749,2018-05-23,NFLX,high,345.0
1750,2018-05-24,AAPL,high,186.7248
1751,2018-05-24,AMZN,high,1608.24
1752,2018-05-24,FB,high,186.8
1753,2018-05-24,GOOG,high,1080.47
1754,2018-05-24,NFLX,high,354.0
1755,2018-05-25,AAPL,high,187.5257
1756,2018-05-25,AMZN,high,1614.12
1757,2018-05-25,FB,high,186.33
1758,2018-05-25,GOOG,high,1082.56
1759,2018-05-25,NFLX,high,354.36
1760,2018-05-29,AAPL,high,186.6358
1761,2018-05-29,AMZN,high,1621.79
1762,2018-05-29,FB,high,186.81
1763,2018-05-29,GOOG,high,1073.37
1764,2018-05-29,NFLX,high,356.1
1765,2018-05-30,AAPL,high,185.8942
1766,2018-05-30,AMZN,high,1626.0
1767,2018-05-30,FB,high,188.0
1768,2018-05-30,GOOG,high,1069.21
1769,2018-05-30,NFLX,high,354.0
1770,2018-05-31,AAPL,high,186.1216
1771,2018-05-31,AMZN,high,1635.0
1772,2018-05-31,FB,high,192.72
1773,2018-05-31,GOOG,high,1097.19
1774,2018-05-31,NFLX,high,355.53
1775,2018-06-01,AAPL,high,188.1289
1776,2018-06-01,AMZN,high,1646.73
1777,2018-06-01,FB,high,194.5492
1778,2018-06-01,GOOG,high,1120.0
1779,2018-06-01,NFLX,high,359.99
1780,2018-06-04,AAPL,high,191.2535
1781,2018-06-04,AMZN,high,1665.68
1782,2018-06-04,FB,high,193.98
1783,2018-06-04,GOOG,high,1141.89
1784,2018-06-04,NFLX,high,363.0
1785,2018-06-05,AAPL,high,191.7677
1786,2018-06-05,AMZN,high,1699.0
1787,2018-06-05,FB,high,195.0
1788,2018-06-05,GOOG,high,1145.74
1789,2018-06-05,NFLX,high,369.83
1790,2018-06-06,AAPL,high,191.9061
1791,2018-06-06,AMZN,high,1714.5
1792,2018-06-06,FB,high,192.53
1793,2018-06-06,GOOG,high,1143.0
1794,2018-06-06,NFLX,high,369.6799
1795,2018-06-07,AAPL,high,192.0247
1796,2018-06-07,AMZN,high,1699.9
1797,2018-06-07,FB,high,190.97
1798,2018-06-07,GOOG,high,1135.82
1799,2018-06-07,NFLX,high,368.7
1800,2018-06-08,AAPL,high,189.8494
1801,2018-06-08,AMZN,high,1689.44
1802,2018-06-08,FB,high,189.4754
1803,2018-06-08,GOOG,high,1126.67
1804,2018-06-08,NFLX,high,362.39
1805,2018-06-11,AAPL,high,189.8197
1806,2018-06-11,AMZN,high,1694.24
1807,2018-06-11,FB,high,192.6
1808,2018-06-11,GOOG,high,1137.26
1809,2018-06-11,NFLX,high,365.67
1810,2018-06-12,AAPL,high,190.4535
1811,2018-06-12,AMZN,high,1699.51
1812,2018-06-12,FB,high,193.28
1813,2018-06-12,GOOG,high,1139.79
1814,2018-06-12,NFLX,high,365.98
1815,2018-06-13,AAPL,high,190.7195
1816,2018-06-13,AMZN,high,1713.75
1817,2018-06-13,FB,high,194.5
1818,2018-06-13,GOOG,high,1146.5
1819,2018-06-13,NFLX,high,384.2537
1820,2018-06-14,AAPL,high,189.4242
1821,2018-06-14,AMZN,high,1724.8
1822,2018-06-14,FB,high,197.28
1823,2018-06-14,GOOG,high,1155.47
1824,2018-06-14,NFLX,high,395.03
1825,2018-06-15,AAPL,high,188.03
1826,2018-06-15,AMZN,high,1720.87
1827,2018-06-15,FB,high,197.07
1828,2018-06-15,GOOG,high,1153.42
1829,2018-06-15,NFLX,high,398.86
1830,2018-06-18,AAPL,high,187.1005
1831,2018-06-18,AMZN,high,1726.74
1832,2018-06-18,FB,high,199.58
1833,2018-06-18,GOOG,high,1174.31
1834,2018-06-18,NFLX,high,393.16
1835,2018-06-19,AAPL,high,184.2429
1836,2018-06-19,AMZN,high,1736.11
1837,2018-06-19,FB,high,197.96
1838,2018-06-19,GOOG,high,1171.27
1839,2018-06-19,NFLX,high,405.29
1840,2018-06-20,AAPL,high,185.1031
1841,2018-06-20,AMZN,high,1762.93
1842,2018-06-20,FB,high,203.55
1843,2018-06-20,GOOG,high,1186.29
1844,2018-06-20,NFLX,high,419.4675
1845,2018-06-21,AAPL,high,186.2403
1846,2018-06-21,AMZN,high,1763.1
1847,2018-06-21,FB,high,203.39
1848,2018-06-21,GOOG,high,1177.3
1849,2018-06-21,NFLX,high,423.2056
1850,2018-06-22,AAPL,high,184.0649
1851,2018-06-22,AMZN,high,1743.0
1852,2018-06-22,FB,high,202.24
1853,2018-06-22,GOOG,high,1162.5
1854,2018-06-22,NFLX,high,420.5
1855,2018-06-25,AAPL,high,182.8487
1856,2018-06-25,AMZN,high,1705.0
1857,2018-06-25,FB,high,200.0
1858,2018-06-25,GOOG,high,1143.91
1859,2018-06-25,NFLX,high,405.99
1860,2018-06-26,AAPL,high,184.4407
1861,2018-06-26,AMZN,high,1701.57
1862,2018-06-26,FB,high,199.1
1863,2018-06-26,GOOG,high,1133.21
1864,2018-06-26,NFLX,high,404.78
1865,2018-06-27,AAPL,high,185.1823
1866,2018-06-27,AMZN,high,1711.95
1867,2018-06-27,FB,high,200.75
1868,2018-06-27,GOOG,high,1131.84
1869,2018-06-27,NFLX,high,411.5865
1870,2018-06-28,AAPL,high,184.1242
1871,2018-06-28,AMZN,high,1705.5
1872,2018-06-28,FB,high,197.34
1873,2018-06-28,GOOG,high,1122.31
1874,2018-06-28,NFLX,high,396.9
1875,2018-06-29,AAPL,high,185.0933
1876,2018-06-29,AMZN,high,1723.41
1877,2018-06-29,FB,high,197.5997
1878,2018-06-29,GOOG,high,1128.23
1879,2018-06-29,NFLX,high,401.3299
1880,2018-07-02,AAPL,high,185.202
1881,2018-07-02,AMZN,high,1713.89
1882,2018-07-02,FB,high,197.45
1883,2018-07-02,GOOG,high,1128.0
1884,2018-07-02,NFLX,high,398.38
1885,2018-07-03,AAPL,high,185.8447
1886,2018-07-03,AMZN,high,1725.0
1887,2018-07-03,FB,high,195.4
1888,2018-07-03,GOOG,high,1135.82
1889,2018-07-03,NFLX,high,399.98
1890,2018-07-05,AAPL,high,184.322
1891,2018-07-05,AMZN,high,1710.69
1892,2018-07-05,FB,high,198.65
1893,2018-07-05,GOOG,high,1127.5
1894,2018-07-05,NFLX,high,399.24
1895,2018-07-06,AAPL,high,186.3233
1896,2018-07-06,AMZN,high,1715.27
1897,2018-07-06,FB,high,203.64
1898,2018-07-06,GOOG,high,1140.93
1899,2018-07-06,NFLX,high,408.6495
1900,2018-07-09,AAPL,high,188.5442
1901,2018-07-09,AMZN,high,1739.56
1902,2018-07-09,FB,high,205.8
1903,2018-07-09,GOOG,high,1154.67
1904,2018-07-09,NFLX,high,419.12
1905,2018-07-10,AAPL,high,189.1374
1906,2018-07-10,AMZN,high,1750.0
1907,2018-07-10,FB,high,204.91
1908,2018-07-10,GOOG,high,1159.59
1909,2018-07-10,NFLX,high,419.44
1910,2018-07-11,AAPL,high,187.6542
1911,2018-07-11,AMZN,high,1756.96
1912,2018-07-11,FB,high,204.5
1913,2018-07-11,GOOG,high,1164.29
1914,2018-07-11,NFLX,high,419.77
1915,2018-07-12,AAPL,high,189.266
1916,2018-07-12,AMZN,high,1798.0
1917,2018-07-12,FB,high,207.08
1918,2018-07-12,GOOG,high,1184.41
1919,2018-07-12,NFLX,high,416.79
1920,2018-07-13,AAPL,high,189.6912
1921,2018-07-13,AMZN,high,1815.3
1922,2018-07-13,FB,high,208.43
1923,2018-07-13,GOOG,high,1195.42
1924,2018-07-13,NFLX,high,410.0
1925,2018-07-16,AAPL,high,190.4921
1926,2018-07-16,AMZN,high,1841.95
1927,2018-07-16,FB,high,208.72
1928,2018-07-16,GOOG,high,1191.0
1929,2018-07-16,NFLX,high,403.355
1930,2018-07-17,AAPL,high,189.7208
1931,2018-07-17,AMZN,high,1851.69
1932,2018-07-17,FB,high,210.46
1933,2018-07-17,GOOG,high,1203.04
1934,2018-07-17,NFLX,high,385.0
1935,2018-07-18,AAPL,high,189.6516
1936,2018-07-18,AMZN,high,1858.88
1937,2018-07-18,FB,high,210.99
1938,2018-07-18,GOOG,high,1204.5
1939,2018-07-18,NFLX,high,383.13
1940,2018-07-19,AAPL,high,190.3932
1941,2018-07-19,AMZN,high,1841.0
1942,2018-07-19,FB,high,209.99
1943,2018-07-19,GOOG,high,1200.0
1944,2018-07-19,NFLX,high,375.749
1945,2018-07-20,AAPL,high,190.2746
1946,2018-07-20,AMZN,high,1834.84
1947,2018-07-20,FB,high,211.5
1948,2018-07-20,GOOG,high,1196.86
1949,2018-07-20,NFLX,high,370.5
1950,2018-07-23,AAPL,high,189.8098
1951,2018-07-23,AMZN,high,1819.0
1952,2018-07-23,FB,high,211.62
1953,2018-07-23,GOOG,high,1206.49
1954,2018-07-23,NFLX,high,363.9
1955,2018-07-24,AAPL,high,191.4909
1956,2018-07-24,AMZN,high,1840.0
1957,2018-07-24,FB,high,216.2
1958,2018-07-24,GOOG,high,1266.0
1959,2018-07-24,NFLX,high,367.4
1960,2018-07-25,AAPL,high,192.6675
1961,2018-07-25,AMZN,high,1863.84
1962,2018-07-25,FB,high,218.62
1963,2018-07-25,GOOG,high,1265.86
1964,2018-07-25,NFLX,high,363.28
1965,2018-07-26,AAPL,high,193.765
1966,2018-07-26,AMZN,high,1844.68
1967,2018-07-26,FB,high,180.13
1968,2018-07-26,GOOG,high,1269.77
1969,2018-07-26,NFLX,high,365.54
1970,2018-07-27,AAPL,high,193.0037
1971,2018-07-27,AMZN,high,1880.05
1972,2018-07-27,FB,high,179.93
1973,2018-07-27,GOOG,high,1273.89
1974,2018-07-27,NFLX,high,367.0
1975,2018-07-30,AAPL,high,190.0471
1976,2018-07-30,AMZN,high,1829.5
1977,2018-07-30,FB,high,175.3
1978,2018-07-30,GOOG,high,1234.92
1979,2018-07-30,NFLX,high,352.03
1980,2018-07-31,AAPL,high,189.9878
1981,2018-07-31,AMZN,high,1801.83
1982,2018-07-31,FB,high,174.24
1983,2018-07-31,GOOG,high,1227.59
1984,2018-07-31,NFLX,high,342.5
1985,2018-08-01,AAPL,high,199.5001
1986,2018-08-01,AMZN,high,1798.44
1987,2018-08-01,FB,high,175.08
1988,2018-08-01,GOOG,high,1233.47
1989,2018-08-01,NFLX,high,344.41
1990,2018-08-02,AAPL,high,206.0459
1991,2018-08-02,AMZN,high,1836.56
1992,2018-08-02,FB,high,176.79
1993,2018-08-02,GOOG,high,1229.88
1994,2018-08-02,NFLX,high,345.0
1995,2018-08-03,AAPL,high,206.4019
1996,2018-08-03,AMZN,high,1841.0
1997,2018-08-03,FB,high,178.85
1998,2018-08-03,GOOG,high,1230.0
1999,2018-08-03,NFLX,high,347.86
2000,2018-08-06,AAPL,high,206.9062
2001,2018-08-06,AMZN,high,1847.77
2002,2018-08-06,FB,high,185.79
2003,2018-08-06,GOOG,high,1226.09
2004,2018-08-06,NFLX,high,351.98
2005,2018-08-07,AAPL,high,207.1534
2006,2018-08-07,AMZN,high,1869.72
2007,2018-08-07,FB,high,188.3
2008,2018-08-07,GOOG,high,1251.17
2009,2018-08-07,NFLX,high,357.31
2010,2018-08-08,AAPL,high,205.4823
2011,2018-08-08,AMZN,high,1891.51
2012,2018-08-08,FB,high,186.85
2013,2018-08-08,GOOG,high,1256.5
2014,2018-08-08,NFLX,high,352.29
2015,2018-08-09,AAPL,high,207.4302
2016,2018-08-09,AMZN,high,1914.57
2017,2018-08-09,FB,high,186.57
2018,2018-08-09,GOOG,high,1255.54
2019,2018-08-09,NFLX,high,352.439
2020,2018-08-10,AAPL,high,207.483
2021,2018-08-10,AMZN,high,1899.5
2022,2018-08-10,FB,high,182.1
2023,2018-08-10,GOOG,high,1245.69
2024,2018-08-10,NFLX,high,349.1
2025,2018-08-13,AAPL,high,209.3207
2026,2018-08-13,AMZN,high,1925.0
2027,2018-08-13,FB,high,182.61
2028,2018-08-13,GOOG,high,1249.27
2029,2018-08-13,NFLX,high,347.19
2030,2018-08-14,AAPL,high,208.9317
2031,2018-08-14,AMZN,high,1921.01
2032,2018-08-14,FB,high,181.99
2033,2018-08-14,GOOG,high,1245.87
2034,2018-08-14,NFLX,high,342.41
2035,2018-08-15,AAPL,high,209.1103
2036,2018-08-15,AMZN,high,1916.21
2037,2018-08-15,FB,high,180.87
2038,2018-08-15,GOOG,high,1235.24
2039,2018-08-15,NFLX,high,335.4962
2040,2018-08-16,AAPL,high,212.1587
2041,2018-08-16,AMZN,high,1905.0
2042,2018-08-16,FB,high,180.5
2043,2018-08-16,GOOG,high,1226.0
2044,2018-08-16,NFLX,high,331.17
2045,2018-08-17,AAPL,high,216.2646
2046,2018-08-17,AMZN,high,1888.0
2047,2018-08-17,FB,high,176.22
2048,2018-08-17,GOOG,high,1209.02
2049,2018-08-17,NFLX,high,324.365
2050,2018-08-20,AAPL,high,217.485
2051,2018-08-20,AMZN,high,1891.75
2052,2018-08-20,FB,high,174.57
2053,2018-08-20,GOOG,high,1211.0
2054,2018-08-20,NFLX,high,331.6
2055,2018-08-21,AAPL,high,215.5104
2056,2018-08-21,AMZN,high,1897.75
2057,2018-08-21,FB,high,174.17
2058,2018-08-21,GOOG,high,1217.26
2059,2018-08-21,NFLX,high,341.5
2060,2018-08-22,AAPL,high,214.6869
2061,2018-08-22,AMZN,high,1905.8
2062,2018-08-22,FB,high,174.24
2063,2018-08-22,GOOG,high,1211.84
2064,2018-08-22,NFLX,high,346.21
2065,2018-08-23,AAPL,high,215.3715
2066,2018-08-23,AMZN,high,1919.5
2067,2018-08-23,FB,high,175.55
2068,2018-08-23,GOOG,high,1221.28
2069,2018-08-23,NFLX,high,350.08
2070,2018-08-24,AAPL,high,215.2227
2071,2018-08-24,AMZN,high,1916.01
2072,2018-08-24,FB,high,174.82
2073,2018-08-24,GOOG,high,1221.65
2074,2018-08-24,NFLX,high,359.15
2075,2018-08-27,AAPL,high,217.0485
2076,2018-08-27,AMZN,high,1927.7
2077,2018-08-27,FB,high,178.67
2078,2018-08-27,GOOG,high,1243.09
2079,2018-08-27,NFLX,high,374.49
2080,2018-08-28,AAPL,high,218.8345
2081,2018-08-28,AMZN,high,1941.78
2082,2018-08-28,FB,high,178.2399
2083,2018-08-28,GOOG,high,1242.55
2084,2018-08-28,NFLX,high,369.99
2085,2018-08-29,AAPL,high,221.7617
2086,2018-08-29,AMZN,high,1998.69
2087,2018-08-29,FB,high,176.79
2088,2018-08-29,GOOG,high,1250.66
2089,2018-08-29,NFLX,high,369.86
2090,2018-08-30,AAPL,high,226.4948
2091,2018-08-30,AMZN,high,2025.57
2092,2018-08-30,FB,high,179.7901
2093,2018-08-30,GOOG,high,1253.63
2094,2018-08-30,NFLX,high,376.8085
2095,2018-08-31,AAPL,high,227.1001
2096,2018-08-31,AMZN,high,2022.38
2097,2018-08-31,FB,high,177.62
2098,2018-08-31,GOOG,high,1238.66
2099,2018-08-31,NFLX,high,376.0
2100,2018-09-04,AAPL,high,227.4077
2101,2018-09-04,AMZN,high,2050.5
2102,2018-09-04,FB,high,173.89
2103,2018-09-04,GOOG,high,1212.99
2104,2018-09-04,NFLX,high,368.88
2105,2018-09-05,AAPL,high,227.8939
2106,2018-09-05,AMZN,high,2040.38
2107,2018-09-05,FB,high,171.125
2108,2018-09-05,GOOG,high,1199.01
2109,2018-09-05,NFLX,high,363.39
2110,2018-09-06,AAPL,high,225.5919
2111,2018-09-06,AMZN,high,2007.5
2112,2018-09-06,FB,high,166.98
2113,2018-09-06,GOOG,high,1186.3
2114,2018-09-06,NFLX,high,356.0
2115,2018-09-07,AAPL,high,223.6272
2116,2018-09-07,AMZN,high,1975.2
2117,2018-09-07,FB,high,164.6269
2118,2018-09-07,GOOG,high,1175.26
2119,2018-09-07,NFLX,high,355.75
2120,2018-09-10,AAPL,high,220.1344
2121,2018-09-10,AMZN,high,1973.04
2122,2018-09-10,FB,high,165.01
2123,2018-09-10,GOOG,high,1174.54
2124,2018-09-10,NFLX,high,352.5
2125,2018-09-11,AAPL,high,222.5645
2126,2018-09-11,AMZN,high,1988.88
2127,2018-09-11,FB,high,167.19
2128,2018-09-11,GOOG,high,1178.68
2129,2018-09-11,NFLX,high,356.15
2130,2018-09-12,AAPL,high,223.26
2131,2018-09-12,AMZN,high,2000.0
2132,2018-09-12,FB,high,164.49
2133,2018-09-12,GOOG,high,1178.61
2134,2018-09-12,NFLX,high,370.43
2135,2018-09-13,AAPL,high,226.5841
2136,2018-09-13,AMZN,high,2008.76
2137,2018-09-13,FB,high,163.32
2138,2018-09-13,GOOG,high,1178.61
2139,2018-09-13,NFLX,high,374.09
2140,2018-09-14,AAPL,high,225.0858
2141,2018-09-14,AMZN,high,1993.65
2142,2018-09-14,FB,high,162.84
2143,2018-09-14,GOOG,high,1180.42
2144,2018-09-14,NFLX,high,371.09
2145,2018-09-17,AAPL,high,221.2259
2146,2018-09-17,AMZN,high,1956.82
2147,2018-09-17,FB,high,162.06
2148,2018-09-17,GOOG,high,1177.24
2149,2018-09-17,NFLX,high,367.33
2150,2018-09-18,AAPL,high,220.1344
2151,2018-09-18,AMZN,high,1958.2
2152,2018-09-18,FB,high,161.7639
2153,2018-09-18,GOOG,high,1176.08
2154,2018-09-18,NFLX,high,368.15
2155,2018-09-19,AAPL,high,217.9216
2156,2018-09-19,AMZN,high,1940.83
2157,2018-09-19,FB,high,163.44
2158,2018-09-19,GOOG,high,1173.21
2159,2018-09-19,NFLX,high,377.61
2160,2018-09-20,AAPL,high,220.5611
2161,2018-09-20,AMZN,high,1955.0
2162,2018-09-20,FB,high,166.45
2163,2018-09-20,GOOG,high,1189.89
2164,2018-09-20,NFLX,high,370.26
2165,2018-09-21,AAPL,high,219.6482
2166,2018-09-21,AMZN,high,1957.31
2167,2018-09-21,FB,high,167.25
2168,2018-09-21,GOOG,high,1192.21
2169,2018-09-21,NFLX,high,372.22
2170,2018-09-24,AAPL,high,219.549
2171,2018-09-24,AMZN,high,1936.88
2172,2018-09-24,FB,high,165.7
2173,2018-09-24,GOOG,high,1178.0
2174,2018-09-24,NFLX,high,373.64
2175,2018-09-25,AAPL,high,221.0969
2176,2018-09-25,AMZN,high,1975.91
2177,2018-09-25,FB,high,165.59
2178,2018-09-25,GOOG,high,1186.88
2179,2018-09-25,NFLX,high,371.34
2180,2018-09-26,AAPL,high,222.0197
2181,2018-09-26,AMZN,high,1995.25
2182,2018-09-26,FB,high,169.3
2183,2018-09-26,GOOG,high,1194.23
2184,2018-09-26,NFLX,high,382.0
2185,2018-09-27,AAPL,high,224.6889
2186,2018-09-27,AMZN,high,2016.16
2187,2018-09-27,FB,high,171.77
2188,2018-09-27,GOOG,high,1202.1
2189,2018-09-27,NFLX,high,383.2
2190,2018-09-28,AAPL,high,224.0935
2191,2018-09-28,AMZN,high,2026.52
2192,2018-09-28,FB,high,168.79
2193,2018-09-28,GOOG,high,1195.41
2194,2018-09-28,NFLX,high,380.8
2195,2018-10-01,AAPL,high,227.6459
2196,2018-10-01,AMZN,high,2033.19
2197,2018-10-01,FB,high,165.88
2198,2018-10-01,GOOG,high,1209.9
2199,2018-10-01,NFLX,high,386.11
2200,2018-10-02,AAPL,high,228.2214
2201,2018-10-02,AMZN,high,2013.39
2202,2018-10-02,FB,high,162.28
2203,2018-10-02,GOOG,high,1209.96
2204,2018-10-02,NFLX,high,386.7999
2205,2018-10-03,AAPL,high,231.6645
2206,2018-10-03,AMZN,high,1989.7
2207,2018-10-03,FB,high,163.66
2208,2018-10-03,GOOG,high,1206.41
2209,2018-10-03,NFLX,high,380.93
2210,2018-10-04,AAPL,high,230.5532
2211,2018-10-04,AMZN,high,1956.0
2212,2018-10-04,FB,high,161.46
2213,2018-10-04,GOOG,high,1197.51
2214,2018-10-04,NFLX,high,375.92
2215,2018-10-05,AAPL,high,226.6437
2216,2018-10-05,AMZN,high,1929.08
2217,2018-10-05,FB,high,160.9
2218,2018-10-05,GOOG,high,1173.5
2219,2018-10-05,NFLX,high,363.5
2220,2018-10-08,AAPL,high,223.0616
2221,2018-10-08,AMZN,high,1902.0
2222,2018-10-08,FB,high,158.34
2223,2018-10-08,GOOG,high,1168.0
2224,2018-10-08,NFLX,high,352.945
2225,2018-10-09,AAPL,high,225.5125
2226,2018-10-09,AMZN,high,1896.68
2227,2018-10-09,FB,high,160.59
2228,2018-10-09,GOOG,high,1154.35
2229,2018-10-09,NFLX,high,358.72
2230,2018-10-10,AAPL,high,224.5996
2231,2018-10-10,AMZN,high,1858.56
2232,2018-10-10,FB,high,157.69
2233,2018-10-10,GOOG,high,1132.17
2234,2018-10-10,NFLX,high,355.15
2235,2018-10-11,AAPL,high,217.8026
2236,2018-10-11,AMZN,high,1755.4
2237,2018-10-11,FB,high,154.81
2238,2018-10-11,GOOG,high,1106.4
2239,2018-10-11,NFLX,high,334.2
2240,2018-10-12,AAPL,high,221.1564
2241,2018-10-12,AMZN,high,1808.95
2242,2018-10-12,FB,high,156.89
2243,2018-10-12,GOOG,high,1115.0
2244,2018-10-12,NFLX,high,341.3
2245,2018-10-15,AAPL,high,220.1146
2246,2018-10-15,AMZN,high,1795.05
2247,2018-10-15,FB,high,155.57
2248,2018-10-15,GOOG,high,1113.45
2249,2018-10-15,NFLX,high,339.2057
2250,2018-10-16,AAPL,high,221.2656
2251,2018-10-16,AMZN,high,1823.88
2252,2018-10-16,FB,high,159.46
2253,2018-10-16,GOOG,high,1124.22
2254,2018-10-16,NFLX,high,347.95
2255,2018-10-17,AAPL,high,220.9183
2256,2018-10-17,AMZN,high,1845.0
2257,2018-10-17,FB,high,160.49
2258,2018-10-17,GOOG,high,1128.99
2259,2018-10-17,NFLX,high,380.0
2260,2018-10-18,AAPL,high,218.0407
2261,2018-10-18,AMZN,high,1830.15
2262,2018-10-18,FB,high,158.66
2263,2018-10-18,GOOG,high,1121.84
2264,2018-10-18,NFLX,high,362.2
2265,2018-10-19,AAPL,high,219.549
2266,2018-10-19,AMZN,high,1809.1
2267,2018-10-19,FB,high,157.35
2268,2018-10-19,GOOG,high,1110.36
2269,2018-10-19,NFLX,high,355.8
2270,2018-10-22,AAPL,high,221.6327
2271,2018-10-22,AMZN,high,1809.5
2272,2018-10-22,FB,high,157.34
2273,2018-10-22,GOOG,high,1112.23
2274,2018-10-22,NFLX,high,335.8
2275,2018-10-23,AAPL,high,221.5236
2276,2018-10-23,AMZN,high,1776.34
2277,2018-10-23,FB,high,154.77
2278,2018-10-23,GOOG,high,1107.89
2279,2018-10-23,NFLX,high,336.58
2280,2018-10-24,AAPL,high,222.496
2281,2018-10-24,AMZN,high,1777.71
2282,2018-10-24,FB,high,154.65
2283,2018-10-24,GOOG,high,1106.12
2284,2018-10-24,NFLX,high,333.0
2285,2018-10-25,AAPL,high,219.668
2286,2018-10-25,AMZN,high,1794.81
2287,2018-10-25,FB,high,152.21
2288,2018-10-25,GOOG,high,1110.98
2289,2018-10-25,NFLX,high,319.94
2290,2018-10-26,AAPL,high,218.4872
2291,2018-10-26,AMZN,high,1698.46
2292,2018-10-26,FB,high,149.0
2293,2018-10-26,GOOG,high,1106.53
2294,2018-10-26,NFLX,high,313.99
2295,2018-10-29,AAPL,high,217.9911
2296,2018-10-29,AMZN,high,1665.74
2297,2018-10-29,FB,high,148.83
2298,2018-10-29,GOOG,high,1097.04
2299,2018-10-29,NFLX,high,307.89
2300,2018-10-30,AAPL,high,213.516
2301,2018-10-30,AMZN,high,1540.99
2302,2018-10-30,FB,high,146.64
2303,2018-10-30,GOOG,high,1037.49
2304,2018-10-30,NFLX,high,290.525
2305,2018-10-31,AAPL,high,218.7452
2306,2018-10-31,AMZN,high,1623.91
2307,2018-10-31,FB,high,156.4
2308,2018-10-31,GOOG,high,1091.94
2309,2018-10-31,NFLX,high,311.5
2310,2018-11-01,AAPL,high,220.6405
2311,2018-11-01,AMZN,high,1670.45
2312,2018-11-01,FB,high,152.75
2313,2018-11-01,GOOG,high,1083.97
2314,2018-11-01,NFLX,high,318.45
2315,2018-11-02,AAPL,high,211.9978
2316,2018-11-02,AMZN,high,1697.44
2317,2018-11-02,FB,high,154.13
2318,2018-11-02,GOOG,high,1082.97
2319,2018-11-02,NFLX,high,321.88
2320,2018-11-05,AAPL,high,202.8094
2321,2018-11-05,AMZN,high,1658.09
2322,2018-11-05,FB,high,150.19
2323,2018-11-05,GOOG,high,1058.47
2324,2018-11-05,NFLX,high,317.53
2325,2018-11-06,AAPL,high,203.1369
2326,2018-11-06,AMZN,high,1665.0
2327,2018-11-06,FB,high,150.97
2328,2018-11-06,GOOG,high,1064.35
2329,2018-11-06,NFLX,high,320.22
2330,2018-11-07,AAPL,high,208.4356
2331,2018-11-07,AMZN,high,1759.23
2332,2018-11-07,FB,high,153.01
2333,2018-11-07,GOOG,high,1095.46
2334,2018-11-07,NFLX,high,328.56
2335,2018-11-08,AAPL,high,209.2226
2336,2018-11-08,AMZN,high,1784.0
2337,2018-11-08,FB,high,150.94
2338,2018-11-08,GOOG,high,1093.27
2339,2018-11-08,NFLX,high,332.0499
2340,2018-11-09,AAPL,high,205.1301
2341,2018-11-09,AMZN,high,1743.92
2342,2018-11-09,FB,high,147.76
